path_in,path_cell,path_out,RESULT,ERR_MESSAGES
images\labelled\EYrainbow_leucine_large\label-golgi_EYrainbow_leu-25_hour-3_field-4.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-25_hour-3_field-4.tif,data\results\EYrainbow_leucine_large\golgi_EYrainbow_leu-25_hour-3_field-4.csv,True,
images\labelled\EYrainbow_leucine_large\label-mitochondria_EYrainbow_leu-25_hour-3_field-4.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-25_hour-3_field-4.tif,data\results\EYrainbow_leucine_large\mitochondria_EYrainbow_leu-25_hour-3_field-4.csv,True,
images\labelled\EYrainbow_leucine_large\label-LD_EYrainbow_leu-25_hour-3_field-4.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-25_hour-3_field-4.tif,data\results\EYrainbow_leucine_large\LD_EYrainbow_leu-25_hour-3_field-4.csv,True,
images\labelled\EYrainbow_leucine_large\label-vacuole_EYrainbow_leu-25_hour-3_field-4.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-25_hour-3_field-4.tif,data\results\EYrainbow_leucine_large\vacuole_EYrainbow_leu-25_hour-3_field-4.csv,False,"FileNotFoundError(2, 'No such file or directory')"
images\labelled\EYrainbow_leucine_large\label-peroxisome_EYrainbow_leu-25_hour-3_field-5.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-25_hour-3_field-5.tif,data\results\EYrainbow_leucine_large\peroxisome_EYrainbow_leu-25_hour-3_field-5.csv,True,
images\labelled\EYrainbow_leucine_large\label-ER_EYrainbow_leu-25_hour-3_field-5.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-25_hour-3_field-5.tif,data\results\EYrainbow_leucine_large\ER_EYrainbow_leu-25_hour-3_field-5.csv,True,
images\labelled\EYrainbow_leucine_large\label-golgi_EYrainbow_leu-25_hour-3_field-5.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-25_hour-3_field-5.tif,data\results\EYrainbow_leucine_large\golgi_EYrainbow_leu-25_hour-3_field-5.csv,True,
images\labelled\EYrainbow_leucine_large\label-mitochondria_EYrainbow_leu-25_hour-3_field-5.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-25_hour-3_field-5.tif,data\results\EYrainbow_leucine_large\mitochondria_EYrainbow_leu-25_hour-3_field-5.csv,True,
images\labelled\EYrainbow_leucine_large\label-LD_EYrainbow_leu-25_hour-3_field-5.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-25_hour-3_field-5.tif,data\results\EYrainbow_leucine_large\LD_EYrainbow_leu-25_hour-3_field-5.csv,True,
images\labelled\EYrainbow_leucine_large\label-vacuole_EYrainbow_leu-25_hour-3_field-5.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-25_hour-3_field-5.tif,data\results\EYrainbow_leucine_large\vacuole_EYrainbow_leu-25_hour-3_field-5.csv,False,"FileNotFoundError(2, 'No such file or directory')"
images\labelled\EYrainbow_leucine_large\label-peroxisome_EYrainbow_leu-25_hour-3_field-7.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-25_hour-3_field-7.tif,data\results\EYrainbow_leucine_large\peroxisome_EYrainbow_leu-25_hour-3_field-7.csv,True,
images\labelled\EYrainbow_leucine_large\label-ER_EYrainbow_leu-25_hour-3_field-7.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-25_hour-3_field-7.tif,data\results\EYrainbow_leucine_large\ER_EYrainbow_leu-25_hour-3_field-7.csv,True,
images\labelled\EYrainbow_leucine_large\label-golgi_EYrainbow_leu-25_hour-3_field-7.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-25_hour-3_field-7.tif,data\results\EYrainbow_leucine_large\golgi_EYrainbow_leu-25_hour-3_field-7.csv,True,
images\labelled\EYrainbow_leucine_large\label-mitochondria_EYrainbow_leu-25_hour-3_field-7.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-25_hour-3_field-7.tif,data\results\EYrainbow_leucine_large\mitochondria_EYrainbow_leu-25_hour-3_field-7.csv,True,
images\labelled\EYrainbow_leucine_large\label-LD_EYrainbow_leu-25_hour-3_field-7.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-25_hour-3_field-7.tif,data\results\EYrainbow_leucine_large\LD_EYrainbow_leu-25_hour-3_field-7.csv,True,
images\labelled\EYrainbow_leucine_large\label-vacuole_EYrainbow_leu-25_hour-3_field-7.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-25_hour-3_field-7.tif,data\results\EYrainbow_leucine_large\vacuole_EYrainbow_leu-25_hour-3_field-7.csv,False,"FileNotFoundError(2, 'No such file or directory')"
images\labelled\EYrainbow_leucine_large\label-peroxisome_EYrainbow_leu-25_hour-3_field-8.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-25_hour-3_field-8.tif,data\results\EYrainbow_leucine_large\peroxisome_EYrainbow_leu-25_hour-3_field-8.csv,True,
images\labelled\EYrainbow_leucine_large\label-ER_EYrainbow_leu-25_hour-3_field-8.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-25_hour-3_field-8.tif,data\results\EYrainbow_leucine_large\ER_EYrainbow_leu-25_hour-3_field-8.csv,True,
images\labelled\EYrainbow_leucine_large\label-golgi_EYrainbow_leu-25_hour-3_field-8.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-25_hour-3_field-8.tif,data\results\EYrainbow_leucine_large\golgi_EYrainbow_leu-25_hour-3_field-8.csv,True,
images\labelled\EYrainbow_leucine_large\label-mitochondria_EYrainbow_leu-25_hour-3_field-8.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-25_hour-3_field-8.tif,data\results\EYrainbow_leucine_large\mitochondria_EYrainbow_leu-25_hour-3_field-8.csv,True,
images\labelled\EYrainbow_leucine_large\label-LD_EYrainbow_leu-25_hour-3_field-8.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-25_hour-3_field-8.tif,data\results\EYrainbow_leucine_large\LD_EYrainbow_leu-25_hour-3_field-8.csv,True,
images\labelled\EYrainbow_leucine_large\label-vacuole_EYrainbow_leu-25_hour-3_field-8.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-25_hour-3_field-8.tif,data\results\EYrainbow_leucine_large\vacuole_EYrainbow_leu-25_hour-3_field-8.csv,False,"FileNotFoundError(2, 'No such file or directory')"
images\labelled\EYrainbow_leucine_large\label-peroxisome_EYrainbow_leu-25_hour-3_field-9.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-25_hour-3_field-9.tif,data\results\EYrainbow_leucine_large\peroxisome_EYrainbow_leu-25_hour-3_field-9.csv,True,
images\labelled\EYrainbow_leucine_large\label-ER_EYrainbow_leu-25_hour-3_field-9.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-25_hour-3_field-9.tif,data\results\EYrainbow_leucine_large\ER_EYrainbow_leu-25_hour-3_field-9.csv,True,
images\labelled\EYrainbow_leucine_large\label-golgi_EYrainbow_leu-25_hour-3_field-9.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-25_hour-3_field-9.tif,data\results\EYrainbow_leucine_large\golgi_EYrainbow_leu-25_hour-3_field-9.csv,True,
images\labelled\EYrainbow_leucine_large\label-mitochondria_EYrainbow_leu-25_hour-3_field-9.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-25_hour-3_field-9.tif,data\results\EYrainbow_leucine_large\mitochondria_EYrainbow_leu-25_hour-3_field-9.csv,True,
images\labelled\EYrainbow_leucine_large\label-LD_EYrainbow_leu-25_hour-3_field-9.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-25_hour-3_field-9.tif,data\results\EYrainbow_leucine_large\LD_EYrainbow_leu-25_hour-3_field-9.csv,True,
images\labelled\EYrainbow_leucine_large\label-vacuole_EYrainbow_leu-25_hour-3_field-9.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-25_hour-3_field-9.tif,data\results\EYrainbow_leucine_large\vacuole_EYrainbow_leu-25_hour-3_field-9.csv,False,"FileNotFoundError(2, 'No such file or directory')"
images\labelled\EYrainbow_leucine_large\label-peroxisome_EYrainbow_leu-50_hour-3_field-0.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-50_hour-3_field-0.tif,data\results\EYrainbow_leucine_large\peroxisome_EYrainbow_leu-50_hour-3_field-0.csv,True,
images\labelled\EYrainbow_leucine_large\label-ER_EYrainbow_leu-50_hour-3_field-0.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-50_hour-3_field-0.tif,data\results\EYrainbow_leucine_large\ER_EYrainbow_leu-50_hour-3_field-0.csv,True,
images\labelled\EYrainbow_leucine_large\label-golgi_EYrainbow_leu-50_hour-3_field-0.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-50_hour-3_field-0.tif,data\results\EYrainbow_leucine_large\golgi_EYrainbow_leu-50_hour-3_field-0.csv,True,
images\labelled\EYrainbow_leucine_large\label-mitochondria_EYrainbow_leu-50_hour-3_field-0.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-50_hour-3_field-0.tif,data\results\EYrainbow_leucine_large\mitochondria_EYrainbow_leu-50_hour-3_field-0.csv,True,
images\labelled\EYrainbow_leucine_large\label-LD_EYrainbow_leu-50_hour-3_field-0.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-50_hour-3_field-0.tif,data\results\EYrainbow_leucine_large\LD_EYrainbow_leu-50_hour-3_field-0.csv,True,
images\labelled\EYrainbow_leucine_large\label-vacuole_EYrainbow_leu-50_hour-3_field-0.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-50_hour-3_field-0.tif,data\results\EYrainbow_leucine_large\vacuole_EYrainbow_leu-50_hour-3_field-0.csv,False,"FileNotFoundError(2, 'No such file or directory')"
images\labelled\EYrainbow_leucine_large\label-peroxisome_EYrainbow_leu-50_hour-3_field-1.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-50_hour-3_field-1.tif,data\results\EYrainbow_leucine_large\peroxisome_EYrainbow_leu-50_hour-3_field-1.csv,True,
images\labelled\EYrainbow_leucine_large\label-ER_EYrainbow_leu-50_hour-3_field-1.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-50_hour-3_field-1.tif,data\results\EYrainbow_leucine_large\ER_EYrainbow_leu-50_hour-3_field-1.csv,True,
images\labelled\EYrainbow_leucine_large\label-golgi_EYrainbow_leu-50_hour-3_field-1.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-50_hour-3_field-1.tif,data\results\EYrainbow_leucine_large\golgi_EYrainbow_leu-50_hour-3_field-1.csv,True,
images\labelled\EYrainbow_leucine_large\label-mitochondria_EYrainbow_leu-50_hour-3_field-1.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-50_hour-3_field-1.tif,data\results\EYrainbow_leucine_large\mitochondria_EYrainbow_leu-50_hour-3_field-1.csv,True,
images\labelled\EYrainbow_leucine_large\label-LD_EYrainbow_leu-50_hour-3_field-1.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-50_hour-3_field-1.tif,data\results\EYrainbow_leucine_large\LD_EYrainbow_leu-50_hour-3_field-1.csv,True,
images\labelled\EYrainbow_leucine_large\label-vacuole_EYrainbow_leu-50_hour-3_field-1.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-50_hour-3_field-1.tif,data\results\EYrainbow_leucine_large\vacuole_EYrainbow_leu-50_hour-3_field-1.csv,False,"FileNotFoundError(2, 'No such file or directory')"
images\labelled\EYrainbow_leucine_large\label-peroxisome_EYrainbow_leu-50_hour-3_field-10.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-50_hour-3_field-10.tif,data\results\EYrainbow_leucine_large\peroxisome_EYrainbow_leu-50_hour-3_field-10.csv,True,
images\labelled\EYrainbow_leucine_large\label-ER_EYrainbow_leu-50_hour-3_field-10.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-50_hour-3_field-10.tif,data\results\EYrainbow_leucine_large\ER_EYrainbow_leu-50_hour-3_field-10.csv,True,
images\labelled\EYrainbow_leucine_large\label-golgi_EYrainbow_leu-50_hour-3_field-10.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-50_hour-3_field-10.tif,data\results\EYrainbow_leucine_large\golgi_EYrainbow_leu-50_hour-3_field-10.csv,True,
images\labelled\EYrainbow_leucine_large\label-mitochondria_EYrainbow_leu-50_hour-3_field-10.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-50_hour-3_field-10.tif,data\results\EYrainbow_leucine_large\mitochondria_EYrainbow_leu-50_hour-3_field-10.csv,True,
images\labelled\EYrainbow_leucine_large\label-LD_EYrainbow_leu-50_hour-3_field-10.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-50_hour-3_field-10.tif,data\results\EYrainbow_leucine_large\LD_EYrainbow_leu-50_hour-3_field-10.csv,True,
images\labelled\EYrainbow_leucine_large\label-vacuole_EYrainbow_leu-50_hour-3_field-10.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-50_hour-3_field-10.tif,data\results\EYrainbow_leucine_large\vacuole_EYrainbow_leu-50_hour-3_field-10.csv,False,"FileNotFoundError(2, 'No such file or directory')"
images\labelled\EYrainbow_leucine_large\label-peroxisome_EYrainbow_leu-50_hour-3_field-11.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-50_hour-3_field-11.tif,data\results\EYrainbow_leucine_large\peroxisome_EYrainbow_leu-50_hour-3_field-11.csv,True,
images\labelled\EYrainbow_leucine_large\label-ER_EYrainbow_leu-50_hour-3_field-11.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-50_hour-3_field-11.tif,data\results\EYrainbow_leucine_large\ER_EYrainbow_leu-50_hour-3_field-11.csv,True,
images\labelled\EYrainbow_leucine_large\label-golgi_EYrainbow_leu-50_hour-3_field-11.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-50_hour-3_field-11.tif,data\results\EYrainbow_leucine_large\golgi_EYrainbow_leu-50_hour-3_field-11.csv,True,
images\labelled\EYrainbow_leucine_large\label-mitochondria_EYrainbow_leu-50_hour-3_field-11.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-50_hour-3_field-11.tif,data\results\EYrainbow_leucine_large\mitochondria_EYrainbow_leu-50_hour-3_field-11.csv,True,
images\labelled\EYrainbow_leucine_large\label-LD_EYrainbow_leu-50_hour-3_field-11.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-50_hour-3_field-11.tif,data\results\EYrainbow_leucine_large\LD_EYrainbow_leu-50_hour-3_field-11.csv,True,
images\labelled\EYrainbow_leucine_large\label-vacuole_EYrainbow_leu-50_hour-3_field-11.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-50_hour-3_field-11.tif,data\results\EYrainbow_leucine_large\vacuole_EYrainbow_leu-50_hour-3_field-11.csv,False,"FileNotFoundError(2, 'No such file or directory')"
images\labelled\EYrainbow_leucine_large\label-peroxisome_EYrainbow_leu-50_hour-3_field-2.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-50_hour-3_field-2.tif,data\results\EYrainbow_leucine_large\peroxisome_EYrainbow_leu-50_hour-3_field-2.csv,True,
images\labelled\EYrainbow_leucine_large\label-ER_EYrainbow_leu-50_hour-3_field-2.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-50_hour-3_field-2.tif,data\results\EYrainbow_leucine_large\ER_EYrainbow_leu-50_hour-3_field-2.csv,True,
images\labelled\EYrainbow_leucine_large\label-golgi_EYrainbow_leu-50_hour-3_field-2.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-50_hour-3_field-2.tif,data\results\EYrainbow_leucine_large\golgi_EYrainbow_leu-50_hour-3_field-2.csv,True,
images\labelled\EYrainbow_leucine_large\label-mitochondria_EYrainbow_leu-50_hour-3_field-2.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-50_hour-3_field-2.tif,data\results\EYrainbow_leucine_large\mitochondria_EYrainbow_leu-50_hour-3_field-2.csv,True,
images\labelled\EYrainbow_leucine_large\label-LD_EYrainbow_leu-50_hour-3_field-2.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-50_hour-3_field-2.tif,data\results\EYrainbow_leucine_large\LD_EYrainbow_leu-50_hour-3_field-2.csv,True,
images\labelled\EYrainbow_leucine_large\label-vacuole_EYrainbow_leu-50_hour-3_field-2.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-50_hour-3_field-2.tif,data\results\EYrainbow_leucine_large\vacuole_EYrainbow_leu-50_hour-3_field-2.csv,False,"FileNotFoundError(2, 'No such file or directory')"
images\labelled\EYrainbow_leucine_large\label-peroxisome_EYrainbow_leu-50_hour-3_field-3.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-50_hour-3_field-3.tif,data\results\EYrainbow_leucine_large\peroxisome_EYrainbow_leu-50_hour-3_field-3.csv,True,
images\labelled\EYrainbow_leucine_large\label-ER_EYrainbow_leu-50_hour-3_field-3.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-50_hour-3_field-3.tif,data\results\EYrainbow_leucine_large\ER_EYrainbow_leu-50_hour-3_field-3.csv,True,
images\labelled\EYrainbow_leucine_large\label-golgi_EYrainbow_leu-50_hour-3_field-3.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-50_hour-3_field-3.tif,data\results\EYrainbow_leucine_large\golgi_EYrainbow_leu-50_hour-3_field-3.csv,True,
images\labelled\EYrainbow_leucine_large\label-mitochondria_EYrainbow_leu-50_hour-3_field-3.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-50_hour-3_field-3.tif,data\results\EYrainbow_leucine_large\mitochondria_EYrainbow_leu-50_hour-3_field-3.csv,True,
images\labelled\EYrainbow_leucine_large\label-LD_EYrainbow_leu-50_hour-3_field-3.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-50_hour-3_field-3.tif,data\results\EYrainbow_leucine_large\LD_EYrainbow_leu-50_hour-3_field-3.csv,True,
images\labelled\EYrainbow_leucine_large\label-vacuole_EYrainbow_leu-50_hour-3_field-3.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-50_hour-3_field-3.tif,data\results\EYrainbow_leucine_large\vacuole_EYrainbow_leu-50_hour-3_field-3.csv,False,"FileNotFoundError(2, 'No such file or directory')"
images\labelled\EYrainbow_leucine_large\label-peroxisome_EYrainbow_leu-50_hour-3_field-4.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-50_hour-3_field-4.tif,data\results\EYrainbow_leucine_large\peroxisome_EYrainbow_leu-50_hour-3_field-4.csv,True,
images\labelled\EYrainbow_leucine_large\label-ER_EYrainbow_leu-50_hour-3_field-4.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-50_hour-3_field-4.tif,data\results\EYrainbow_leucine_large\ER_EYrainbow_leu-50_hour-3_field-4.csv,True,
images\labelled\EYrainbow_leucine_large\label-golgi_EYrainbow_leu-50_hour-3_field-4.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-50_hour-3_field-4.tif,data\results\EYrainbow_leucine_large\golgi_EYrainbow_leu-50_hour-3_field-4.csv,True,
images\labelled\EYrainbow_leucine_large\label-mitochondria_EYrainbow_leu-50_hour-3_field-4.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-50_hour-3_field-4.tif,data\results\EYrainbow_leucine_large\mitochondria_EYrainbow_leu-50_hour-3_field-4.csv,True,
images\labelled\EYrainbow_leucine_large\label-LD_EYrainbow_leu-50_hour-3_field-4.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-50_hour-3_field-4.tif,data\results\EYrainbow_leucine_large\LD_EYrainbow_leu-50_hour-3_field-4.csv,True,
images\labelled\EYrainbow_leucine_large\label-vacuole_EYrainbow_leu-50_hour-3_field-4.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-50_hour-3_field-4.tif,data\results\EYrainbow_leucine_large\vacuole_EYrainbow_leu-50_hour-3_field-4.csv,False,"FileNotFoundError(2, 'No such file or directory')"
images\labelled\EYrainbow_leucine_large\label-peroxisome_EYrainbow_leu-50_hour-3_field-5.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-50_hour-3_field-5.tif,data\results\EYrainbow_leucine_large\peroxisome_EYrainbow_leu-50_hour-3_field-5.csv,True,
images\labelled\EYrainbow_leucine_large\label-ER_EYrainbow_leu-50_hour-3_field-5.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-50_hour-3_field-5.tif,data\results\EYrainbow_leucine_large\ER_EYrainbow_leu-50_hour-3_field-5.csv,True,
images\labelled\EYrainbow_leucine_large\label-golgi_EYrainbow_leu-50_hour-3_field-5.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-50_hour-3_field-5.tif,data\results\EYrainbow_leucine_large\golgi_EYrainbow_leu-50_hour-3_field-5.csv,True,
images\labelled\EYrainbow_leucine_large\label-mitochondria_EYrainbow_leu-50_hour-3_field-5.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-50_hour-3_field-5.tif,data\results\EYrainbow_leucine_large\mitochondria_EYrainbow_leu-50_hour-3_field-5.csv,True,
images\labelled\EYrainbow_leucine_large\label-LD_EYrainbow_leu-50_hour-3_field-5.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-50_hour-3_field-5.tif,data\results\EYrainbow_leucine_large\LD_EYrainbow_leu-50_hour-3_field-5.csv,True,
images\labelled\EYrainbow_leucine_large\label-vacuole_EYrainbow_leu-50_hour-3_field-5.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-50_hour-3_field-5.tif,data\results\EYrainbow_leucine_large\vacuole_EYrainbow_leu-50_hour-3_field-5.csv,False,"FileNotFoundError(2, 'No such file or directory')"
images\labelled\EYrainbow_leucine_large\label-peroxisome_EYrainbow_leu-50_hour-3_field-6.tiff,images\cell\EYrainbow_leucine_large\binCell_EYrainbow_leu-50_hour-3_field-6.tif,data\results\EYrainbow_leucine_large\peroxisome_EYrainbow_leu-50_hour-3_field-6.csv,True,
